lockitver|DO NOT DELETE THIS LINE! Tradução PTBR - 2015-2021 - by Cláudio Vieira e Evandro Neto
dlga_dplmc_companion_war_pay:companion_rejoin_response.1|Pensando bem, penso que não podemos tirar muito dinheiro do tesouro.
dlga_dplmc_companion_war_request_response:companion_rejoin_response.1|{s4} não quer começar uma guera com o {s31}.
dlga_companion_embassy_results:dplmc_companion_truce_pay|{s12} propõe uma trégua de 20 dias se você pagar {reg0} denares a {reg4?ela:ele}.
dlga_companion_embassy_results:dplmc_companion_truce_pay.1|{s12} propõe uma trégua de 20 dias se você ceder aos seus termos: Ou você paga {reg0} denares ou você paga {reg1} denares e entrega {s18} a {reg4?ela:ele}.
dlga_companion_embassy_results:dplmc_companion_truce_pay.2|{s12} propõe uma trégua de 20 dias se você dar {s18} a {reg4?ela:ele}.
dlga_companion_embassy_results:dplmc_companion_truce_pay.3|{s12} propõe uma trégua de 20 dias se você pagar a {reg4?ela:ele} {reg0} denares e dar {s18} a {reg4?ela:ele}.
dlga_companion_embassy_results:dplmc_companion_truce_pay.4|{s12} propõe uma trégua de 20 dias se você pagar a {reg4?ela:ele} {reg0} denares ou dar {s18} a {reg4?ela:ele}.
dlga_dplmc_companion_truce_pay:companion_rejoin_response|Pagar {reg0} denares para que a trégua com o {s4} seja feita.
dlga_dplmc_companion_truce_pay:companion_rejoin_response.1|Pagar {reg1} denares e dar a {s18} {reg4?ela:ele} para que a trégua com o {s4} seja feita.
dlga_dplmc_companion_truce_pay:companion_rejoin_response.2|Dar {s18} a {reg0?ela:ele} para que a trégua com o {s4} seja feita.
dlga_dplmc_companion_truce_pay:companion_rejoin_response.3|Pensando bem, talvez isso não seja de nosso interesse no momento...
dlga_minister_talk:close_window|Isso é tudo no momento.
dlga_minister_change_marshal:minister_change_marshal_choose|Quem deveria ser o novo marechal?
dlga_minister_change_marshal_choose:minister_pretalk|Eu serei o marechal.
dlga_minister_change_marshal_choose:minister_pretalk.1|Durante um tempo, não devemos ter um marechal.
dlga_minister_change_marshal_choose:minister_pretalk.2|{s4}
dlga_minister_change_marshal_choose:minister_pretalk.3|Não importa.
dlga_minister_diplomatic_kingdoms:minister_diplomatic_kingdoms_select|A quem gostaria de enviar este emissário?
dlga_minister_diplomatic_kingdoms:minister_pretalk|Infelizmente, não há ninguém que possamos enviar agora mesmo.
dlga_minister_diplomatic_kingdoms_select:minister_diplomatic_initiative_type|{s10} do {s11}{s14}
dlga_minister_diplomatic_kingdoms_select:minister_pretalk|Não importa.
dlga_minister_diplomatic_initiative_type:minister_diplomatic_initiative_type_select|O que você gostaria de dizer?
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.6|Que nossos dois reinos deveriam fazer uma trégua.
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.7|Quero me colocar sob sua proteção, como um vassalo.
dlga_minister_diplomatic_initiative_type_select:minister_diplomatic_emissary.8|Quero expressar meus melhores desejos e minha boa vontade, de um monarca para outro.
dlga_minister_diplomatic_initiative_type_select:minister_declare_war|Que é minha decisão declarar-lhe guerra.
dlga_minister_diplomatic_initiative_type_select:close_window|Não importa.
dlga_minister_declare_war:dplmc_minister_nevermind|Para isso você deve primeiro falar com {s0}.
dlga_dplmc_minister_nevermind:close_window|Eu poderia fazer isso.
dlga_dplmc_minister_nevermind:minister_pretalk|Esqueça.
dlga_minister_declare_war:minister_declare_war_confirm|{s12}
dlga_minister_declare_war_confirm:minister_declare_war_confirm_yes|É isso mesmo. Quero travar uma guerra contra o {s12}.
dlga_minister_declare_war_confirm:minister_pretalk|Hmm. Talvez não.
dlga_minister_declare_war_confirm_yes:minister_pretalk|Conforme ordenar. Agora estamos em guerra contra o {s12}. Que o Céu nos conceda a vitória.
dlga_minister_diplomatic_emissary:minister_emissary_select|Quem será seu emissário? Você deve escolher alguém de sua confiança, mas que também seja persuasivo... uma pessoa que tenha a habilidade de negociar sem ofender.
dlga_minister_emissary_select:minister_emissary_dispatch|{s11}
dlga_minister_emissary_select:minister_pretalk|Realmente, eu não consigo pensar em ninguém.
dlga_minister_diplomatic_dispatch_confirm:minister_pretalk|Sim, faça isso.
dlga_minister_diplomatic_dispatch_confirm:minister_pretalk.1|Na verdade, esqueça.
dlga_minister_replace:minister_replace_select|Muito bem. Quem você nomeará em meu lugar?
dlga_minister_replace_select:minister_replace_confirm|{s4}
dlga_minister_replace_select:minister_replace_confirm.1|{reg0?Minha esposa:meu marido}, {s4}.
dlga_minister_replace_select:minister_replace_confirm.2|{s4}.
dlga_minister_replace_select:minister_pretalk|Na verdade, esqueça.
dlga_minister_replace_confirm:close_window|Muito bem. {s9} agora é seu novo ministro. Vou me preparar para voltar a servi-l{o/a} em campanha.
dlga_minister_replace_confirm:close_window.1|Muito bem. {s9} agora é seu novo ministro. Foi uma honra servi-l{o/a}, majestade.
dlga_minister_grant_fief:minister_grant_fief_select|Qual dos seus feudos você deseja conceder?
dlga_minister_grant_fief_select:minister_grant_fief_select_recipient|{s1}{s12}
dlga_minister_grant_fief_select:minister_pretalk|Não importa.
dlga_minister_grant_fief_select_recipient:minister_grant_fief_select_recipient_choice|E a quem irá confiar esse feudo?{s12}
dlga_minister_grant_fief_select_recipient_choice:minister_pretalk|Não importa.
dlga_minister_grant_fief_complete:minister_pretalk|Muito bem. O {s2} receberá {s1}.
dlga_minister_indict:minister_indict_select|Más notícias, {milorde/milady}. Quem você acha que está lhe traindo?
dlga_minister_indict_select:minister_indict_confirm|{s11}
dlga_minister_indict_select:minister_pretalk|Não se preocupe.
dlga_minister_indict_confirm:minister_indict_confirm_answer|Pense nisto com cuidado, {milorde/milady}. Se acusar o {s4} por traição injustamente, é possível que outros vassalos se sintam inseguros em servi-lo. Por outro lado, se tem a certeza de que {reg4?ela:ele} está conspirando contra você, talvez seja melhor agir imediatamente para garantir o controle sobre suas fortalezas.
dlga_minister_indict_confirm_answer:minister_indict_conclude|Já pensei o suficiente. Emita a ata de acusação!
dlga_minister_indict_confirm_answer:minister_pretalk|Talvez devesse esperar um pouco mais de tempo...
dlga_minister_indict_conclude:minister_pretalk|Já foi enviada, {milorde/milady}.
dlga_center_captured_lord_advice:center_captured_lord_advice_2|{s11}. {s1}
dlga_center_captured_lord_advice:center_captured_lord_advice_2.1|{s12}Quero {s1} para mim. (feudos: {s0})
dlga_center_captured_lord_advice:center_captured_lord_advice_2.2|{s66}, deveria tomar {s1} para você. (feudos: {s0})
dlga_center_captured_lord_advice_2:minister_issues|Como quiser, {milorde/milady}. {reg6?Eu serei:{reg7?Você será:{s11} será}} {reg3?a nova lady:o novo lorde} de {s1}.
dlga_center_captured_lord_advice_2:close_window|Humm. Tudo bem, {playername}. Valorizo muito o seu conselho. {reg6?Eu serei:{reg7?Você será:{s11} será}} a partir de agora {reg3?a lady:o lorde} de {s1}.
dlga_event_triggered:companion_quitting|Há algo que devo lhe dizer, {s5}.
dlga_companion_quitting:dplmc_companion_quitting_lord_1|Tem sido bom viajar com você, mas eu devo retornar aos meus próprios assuntos.
dlga_dplmc_companion_quitting_lord_1:dplmc_companion_quitting_lord_2|Muito bem, que seja.
dlga_dplmc_companion_quitting_lord_1:dplmc_companion_quitting_lord_persuasion|Talvez eu possa persuadi-lo a mudar de ideia.
dlga_dplmc_companion_quitting_lord_persuasion:close_window|Hm. Suponho que eu posso esperar um pouco mais.
dlga_dplmc_companion_quitting_lord_persuasion:dplmc_companion_quitting_lord_1|Me desculpe, mas eu não posso esperar mais.
dlga_dplmc_companion_quitting_lord_2:lord_leave|Muito bem, então.
dlga_companion_quitting:companion_quitting_2|{s5}
dlga_companion_quitting_2:companion_quitting_response|Para dizer a verdade, {s21}.
dlga_companion_quitting_response:companion_quitting_yes|Muito bem. Vá agora, então.
dlga_companion_quitting_response:dplmc_companion_quitting_persuasion_start|Talvez eu possa persuadi-lo a mudar de ideia.
dlga_dplmc_companion_quitting_persuasion_start:dplmc_companion_quitting_persuasion_1|Muito bem, vou ouvir você.
dlga_dplmc_companion_quitting_persuasion_start:dplmc_companion_quitting_persuasion_1.1|Estou escutando.
dlga_dplmc_companion_quitting_persuasion_1:companion_quitting_persuasion|Nós tivemos bons tempos juntos. No momento as coisas podem não estar indo como você queria, mas fique comigo um pouco mais e a situação irá melhorar.
dlga_dplmc_companion_quitting_persuasion_1:dplmc_companion_quitting_persuasion_bribe|Poderia {reg0} denares convencê-lo a ficar um pouco mais?
dlga_dplmc_companion_quitting_persuasion_1:companion_quitting_response|Na verdade, esqueça. Eu quis dizer outra coisa.
dlga_dplmc_companion_quitting_persuasion_bribe:close_window|Hm. Se você diz, acho que posso ficar um pouco mais para ver se as coisas melhoram.
dlga_companion_quitting_persuasion:close_window|Hum. Se você diz, acho que posso ficar um pouco mais para ver se as coisas melhoram.
dlga_companion_quitting_persuasion:companion_quitting_response|Desculpe, mas não vejo aonde você quer chegar. Estou indo embora, quer queira ou não.
dlga_companion_quitting_response:companion_quitting_no|TRAPAÇA -- Nesta companhia nós enforcamos os desertores.
dlga_companion_quitting_no:companion_quitting_no_confirm|Acredito que eu ouvi mal. Você certamente não poderia estar me ameaçando.
dlga_companion_quitting_no:companion_quitting_no_confirm.1|Oh... eu... Você faria isso?
dlga_companion_quitting_no_confirm:companion_quitting_no_confirmed|Sem dúvida. Ou abandona esta companhia por minhas ordens, ou sairá em seu escudo.
dlga_companion_quitting_no_confirm:companion_quitting_yes|Não, na realidade não faria. Você é livre para ir embora.
dlga_companion_quitting_yes:close_window|Então isto é um adeus. Talvez nos encontremos por aí, {playername}.
dlga_companion_quitting_no_confirmed:close_window|Hum... Acho que nesse caso ficarei.
dlga_event_triggered:companion_objection_response|{s5}
dlga_companion_objection_response:close_window|Obrigad{o/a}, agradeço sua compreensão.
dlga_companion_objection_response:close_window.1|Com sorte, isso não acontecerá de novo.
dlga_companion_objection_response:close_window.2|Sua objeção é válida. Agora volte ao seu posto.
dlga_event_triggered:companion_personalityclash2_b|{s5}
dlga_companion_personalityclash2_b:companion_personalityclash2_response|{s5}
dlga_companion_personalityclash2_response:close_window|{s11} é um membro valioso para esta companhia. Não volte a brigar com {reg11?ela:ele}.
dlga_companion_personalityclash2_response:close_window.1|Diga a {s11} que você tem meu apoio, e que {reg11?ela:ele} deveria controlar a língua.
dlga_companion_personalityclash2_response:close_window.2|Não tenho tempo para brigas banais. Não me importune com estes assuntos.
dlga_event_triggered:companion_personalityclash_b|{s5}
dlga_companion_personalityclash_b:companion_personalityclash_response|{s5}
dlga_companion_personalityclash_response:close_window|{s11} é um membro valioso para esta companhia. Não volte a brigar com {reg11?ela:ele}.
dlga_companion_personalityclash_response:close_window.1|Diga a {s11} que você tem meu apoio, e que {reg11?ela:ele} deveria controlar a língua.
dlga_companion_personalityclash_response:close_window.2|Não tenho tempo para brigas banais. Não me importune com estes assuntos.
dlga_event_triggered:companion_personalitymatch_b|{s5}
dlga_companion_personalitymatch_b:companion_personalitymatch_response|{s5}
dlga_companion_personalitymatch_response:close_window|Muito bem.
dlga_event_triggered:companion_sisterly_advice|{s5}
dlga_companion_sisterly_advice:close_window|Obrigad{o/a}.
dlga_companion_sisterly_advice:close_window.1|Prefiro não discutir esses assuntos.
dlga_event_triggered:companion_home_description|{s5}
dlga_companion_home_description:companion_home_description_2|Explique-se.
dlga_companion_home_description:close_window|Não temos tempo para conversar agora.
dlga_companion_home_description:close_window.1|Prefiro que meus companheiros não me preocupem com essas trivialidades.
dlga_companion_home_description_2:companion_home_description_3|{s5}
dlga_companion_home_description_3:close_window|{s5}
dlga_event_triggered:rebel_thanks_answer|{s6}
dlga_rebel_thanks_answer:rebel_thanks_answer_2|Foi um honra lutar por sua causa, {reg65?senhora:milorde}.
dlga_rebel_thanks_answer:rebel_thanks_answer_2.1|Sempre contará com o meu leal apoio, {reg65?minha senhora:senhor}.
dlga_rebel_thanks_answer_2:close_window|Sentirei falta dessa vida de aventuras que levo junto a você, mas o dever me chama. Então...  adeus, por enquanto, {playername}. Espero vê-lo novamente em breve.
dlga_event_triggered:companion_political_grievance_response|{s21}
dlga_companion_political_grievance_response:close_window|Sua opinião será tomada em consideração.
dlga_event_triggered:companion_rejoin_response.4|Saudações, {s21}. Você está pront{o/a} me receber em seu grupo?
dlga_event_triggered:companion_rejoin_response.5|Bom, {s21}, finalmente {o/a} encontrei. Eu estive espalhando a palavra sobre sua reivindicação, e agora eu estou pronto para me juntar ao grupo.
dlga_event_triggered:companion_rejoin_response.6|Bom, {s21}, finalmente {o/a} encontrei. {s11}. Entregarei o resto do meu relatório por escrito.
dlga_event_triggered:companion_embassy_results|Bom, {s21}, finalmente {o/a} encontrei. Voltei da minha missão de {s31}. Em geral, posso dizer, {s14}. No entanto, tentei convencê-{reg0?la:lo}.
dlga_companion_embassy_results:companion_rejoin_response|Nesta carta, {s12} se dirige a você como {Lorde/Lady} do {s4}, o que mostra de alguma forma um reconhecimento explícito da sua condição de monarca soberano e independente.
dlga_companion_embassy_results:companion_rejoin_response.1|Nesta carta, {s12} só se refere a você como {playername}, omitindo qualquer outro título. Este não constitui um reconhecimento do seu direito de governar. A carta implica que {reg0?ela:ele} não está disposto a estender o reconhecimento devido à falta de sua corte.
dlga_companion_embassy_results:companion_rejoin_response.2|Nesta carta, {s12} só se refere a você como {playername}, omitindo qualquer outro título. Este não constitui um reconhecimento do seu direito de governar. A carta implica que {reg0?ela:ele} não está disposto a estender o reconhecimento devido à sua ocupação de {s0}.
dlga_companion_embassy_results:companion_rejoin_response.3|Nesta carta, {s12} endereçou sua resposta para {s0}, dirigindo-se a você apenas como um fiel vassalo de {s0}. Isso não constitui reconhecimento de seu direito de governar.
dlga_companion_embassy_results:companion_rejoin_response.4|Nesta carta, {s12} só se refere a você como {playername}, omitindo qualquer outro título. Este não constitui um reconhecimento do seu direito de governar.
dlga_companion_embassy_results:companion_rejoin_response.5|{s12} diz que sua atual trégua deve ser suficiente.
dlga_companion_embassy_results:companion_truce_confirm|{s12} afirma que está disposto a considerar uma trégua de vinte dias.
dlga_companion_embassy_results:companion_rejoin_response.6|{s12} disse que não quer concluir um acordo de paz.
dlga_companion_truce_confirm:companion_rejoin_response|Muito bem, a trégua com o {s4} foi realizada.
dlga_companion_truce_confirm:companion_rejoin_response.1|Pensando bem, talvez isso não seja de seu interesse agora...
dlga_companion_embassy_results:companion_rejoin_response.7|{s12} disse que você já está comprometid{o/a} com outro governante.
dlga_companion_embassy_results:companion_rejoin_response.8|{s12} disse que não acredita que você possa honrar suas obrigações como um vassalo, e suspeita que sua oferta seja apenas um estratagema.
dlga_companion_embassy_results:vassalage_offer_confirm|{s12} disse que aceita sua oferta de vassalagem. {reg0?Ela:Ele} lhe dará vinte dias para localizá-lo, e não guerreará contra você e suas tropas durante esse tempo.
dlga_vassalage_offer_confirm:companion_rejoin_response|Diga a ele que aceito suas condições...
dlga_companion_rejoin_response:close_window|Bem-vindo de volta, meu amigo!
dlga_companion_rejoin_response:companion_rejoin_refused|Infelizmente, você não pode voltar ainda.
dlga_companion_rejoin_refused:close_window|Como quiser. Então me ocuparei de alguns assuntos pessoais e retornarei em alguns dias.
dlga_event_triggered:companion_rejoin_response.7|Você quer que eu volte para o grupo?
dlga_event_triggered:close_window.2|Ali! Posso ver os muros de {s3} à distância! Chegamos sãos e salvos. Tome estes {reg3} denares, como prometi. Espero que possamos viajar novamente juntos em uma outra oportunidade.
dlga_start:lord_start|{Milorde/Milady}, espero impacientemente por nosso matrimônio, celebraremos uma festa assim que houver uma oportunidade adequada.{s12}
dlga_start:lord_start.1|{Milorde/Milady}, se deseja se casar, podemos proceder com a festa em {s4} para trocar votos perante os senhores do reino.
dlga_start:lord_start.2|{Milorde/Milady}, estou cansado de esperar pelos senhores do reino para a assembleia. Venha comigo a {s4} trocar nossos votos.
dlga_start:lord_start.3|{Milorde/Milady}, estou cansado de esperar pelos senhores do reino para a assembleia. Talvez devêssemos aproveitar a primeira oportunidade para casar, em qualquer grande salão que esteja aberto para nós.
dlga_start:lord_groom_vows|{Milorde/Milady}, estou cansado de esperar. Vamos prestar os votos de matrimônio imediatamente.
dlga_start:lord_groom_vows.1|{Milorde/Milady}, meus olhos se alegram em contemplá-la. Prossigamos com nossos votos de casamento.
dlga_lord_groom_vows:female_pc_marriage_vow|{Milorde/Milady}, diante desta nobre assembleia como testemunha, me comprometo a tomar-lhe como {marido/esposa}, para honrar, amar e {obedecer/proteger} você. Que o Céu nos abençoe com saúde, prosperidade e descendência.
dlga_female_pc_marriage_vow:lord_groom_wedding_complete|Eu me comprometo a tomar-lhe como {reg65?minha esposa:meu marido}.
dlga_female_pc_marriage_vow:close_window|Espere, eu preciso pensar.
dlga_lord_groom_wedding_complete:close_window|Agora já somos marido e mulher. Que comecem os festejos!
dlga_start:close_window.13|Muito bem, você venceu. Não tenho nada a dizer.
dlga_start:close_window.14|Bem, {senhor/senhora}! Por favor, não se incomode tentando levantar-se do solo, já que teria que voltar a cair. Tomarei seu silêncio por uma desculpa. Que tenha um bom dia.
dlga_start:close_window.15|Muito bem, você venceu. Eu me retrato. Espero que isto {o/a} satisfaça.
dlga_start:close_window.16|Há! Você não é tão galanteador agora, hã? Não me incomode mais.
dlga_start:close_window.17||Está bem. Você ganhou. Que todos os presentes hoje vejam que você me venceu e eu abandonarei meu cortejo a {s10}. Está {satisfeito/satisfeita}, {bastardo/vadia}?
dlga_start:close_window.18|Levante-se. Que todos os presentes hoje vejam que o venci, e que agora terá que abandonar seu cortejo a {s10}. Eu lhe permitirei uma última visita para se despedir. Depois disso, se voltar a {reg0?vê-la:vê-lo}, todos saberão que você é {um homem/uma mulher} sem honra.
dlga_start:player_siege_castle_commander_1|O você que quer?
dlga_player_siege_castle_commander_1:player_siege_ask_surrender|Renda-se! Sua situação é desesperadora!
dlga_player_siege_castle_commander_1:close_window|Nada. Eu me retiro.
dlga_player_siege_ask_surrender:player_siege_ask_surrender_treatment|Talvez... Você nos dá sua palavra de honra de que seremos bem tratados?
dlga_player_siege_ask_surrender:player_siege_ask_leave_unmolested|Estamos dispostos a abandonar este castelo e deixá-lo para você se nos der sua palavra de honra de que nos permitirá partir em paz.
dlga_player_siege_ask_surrender:close_window|O {s0} nunca irá abandonar {s1}!.
dlga_player_siege_ask_surrender:close_window.1|Nos render? Há! Podemos defender estes muros até morrermos de velhice.
dlga_player_siege_ask_surrender_treatment:player_siege_ask_surrender_treatment_reject|Não lhe darei coisa alguma. Renda-se agora ou prepare-se para morrer!
dlga_player_siege_ask_surrender_treatment_reject:close_window|{Bastardo/Vadia}! Lutaremos até o último homem!
dlga_player_siege_ask_surrender_treatment:player_siege_ask_surrender_treatment_accept|Pediremos resgate por você e seus soldados viverão. Dou-lhe minha palavra.
dlga_player_siege_ask_surrender_treatment_accept:close_window|De acordo, então. Nessas condições, ofereço-lhe minha rendição.
dlga_player_siege_ask_leave_unmolested:player_siege_ask_leave_unmolested_accept|Tem minha palavra. Se abandonar o castelo, ninguém irá atacá-los.
dlga_player_siege_ask_leave_unmolested_accept:close_window|Muito bem. Então sob esses termos entregamos o castelo. Você venceu hoje. Mas voltaremos a nos ver.
dlga_player_siege_ask_leave_unmolested:player_siege_ask_leave_unmolested_reject|De jeito nenhum. Eu quero prisioneiros.
dlga_player_siege_ask_leave_unmolested_reject:close_window|Então defenderemos o castelo até a morte e esta conversa está encerrada. Adeus.
dlga_lord_prison_break:lord_prison_break_confirm|Vim para tirá-lo daqui.
dlga_lord_prison_break:close_window|Não importa... apenas fique calmo.
dlga_lord_prison_break_confirm:lord_prison_break_confirm_2|Graças aos Céus! Não sei por quanto tempo resistiria aqui.
dlga_lord_prison_break_confirm_2:lord_prison_break_confirm_3|Espere, como vamos escapar? Assim que passarmos por aquela porta, toda a guarnição virá atrás de nós. Eu posso ajudá-lo a mantê-los afastados... mas você sabe que tenho comido muito pouco ultimamente e não estou tão forte como de costume.
dlga_lord_prison_break_confirm_3:lord_prison_break_confirm_4|Mantenha-se atrás de mim e tente evitar qualquer combate direto.
dlga_lord_prison_break_confirm_3:lord_prison_break_confirm_4.1|Preciso que agarre uma arma e me ajude, apesar de sua fraqueza.
dlga_lord_prison_break_confirm_3:close_window|Na verdade, não vou me envolver nisto.
dlga_lord_prison_break_confirm_4:close_window|Vamos!{s14}
dlga_start:freed_lord_answer|Estou livre graças a você. Obrigado, {meu amigo/minha amiga}.
dlga_freed_lord_answer:freed_lord_answer_1|Você não vai a lugar nenhum, "meu amigo". Agora você é meu prisioneiro.
dlga_freed_lord_answer_1:close_window|Terei sua cabeça na ponta de uma lança, {seu bastardo/sua vadia}! Guarde minhas palavras!
dlga_freed_lord_answer:freed_lord_answer_2|Você é livre para ir onde quiser, senhor.
dlga_freed_lord_answer_2:close_window|Obrigado, nobre {senhor/senhora}. Nunca esqueço daqueles que me fazem um favor.
dlga_start:defeat_lord_answer|{s43}
dlga_defeat_lord_answer:defeat_lord_answer_1|Agora você é o meu prisioneiro.
dlga_defeat_lord_answer_1:close_window|Estou à sua disposição.
dlga_defeat_lord_answer:defeat_lord_answer_2|Você lutou bem. Está livre para ir agora.
dlga_defeat_lord_answer_2:close_window|{s43}
dlga_start:party_encounter_lord_hostile_attacker|{playername}!
dlga_start:party_encounter_lord_hostile_attacker.1|Parado aí!
dlga_party_encounter_lord_hostile_attacker:party_encounter_lord_hostile_attacker|{s42}
dlga_party_encounter_lord_hostile_attacker:party_encounter_lord_hostile_attacker_2|{s43}
dlga_party_encounter_lord_hostile_attacker_2:close_window|Lutaremos até a morte!
dlga_party_encounter_lord_hostile_attacker_2:lord_recruit_1_relation|Espere! Há algo que devo dizer-lhe em particular.
dlga_party_encounter_lord_hostile_attacker_2:party_encounter_offer_dont_fight|Não há alguma maneira de evitar essa batalha? Eu não quero lutar com você.
dlga_party_encounter_lord_hostile_attacker_2:close_window.1|Não ataque! Nos rendemos.
dlga_party_encounter_offer_dont_fight:close_window|Eu lhe devo um favor, não é. Bem... tudo bem, deixarei você ir apenas desta vez.
dlga_party_encounter_offer_dont_fight:party_encounter_offer_money|Se você me pagar {reg0} denares eu deixarei você ir, infiel.
dlga_party_encounter_offer_money:close_window|Não ataque! Eu pago.
dlga_party_encounter_offer_money:party_encounter_offer_money_no|Vamos lutar!
dlga_party_encounter_offer_money_no:close_window|{s43}
dlga_party_encounter_offer_dont_fight:close_window.1|{s43}
dlga_start:lord_requests_recruitment|{s9}
dlga_lord_requests_recruitment:close_window|{s9}
dlga_lord_requests_recruitment:lord_requests_recruitment_refuse|{s9}
dlga_lord_requests_recruitment_refuse:close_window|{s9}
dlga_start:supported_pretender_talk|Aguardo seu conselho, {playername}.
dlga_start:pretender_intro_1|Eu conheço você?
dlga_pretender_intro_1:pretender_intro_2|Meu nome é {playername}. A seu serviço.
dlga_pretender_intro_1:pretender_intro_2.1|Sou {playername}. Talvez já tenha ouvido falar de minhas façanhas.
dlga_pretender_intro_2:pretender_intro_3|{s48}
dlga_pretender_intro_3:pretender_rebellion_cause_1|O {s12} não estava sendo governado pelo {s11}?
dlga_start:pretender_start|Saudações, {playername}.
dlga_pretender_start:pretender_rebellion_cause_prelim|Qual foi a sua história, {reg65?milady:senhor}?
dlga_pretender_rebellion_cause_prelim:pretender_rebellion_cause_1|Irei lhe contar.
dlga_pretender_rebellion_cause_1:pretender_rebellion_cause_2|{s48}
dlga_pretender_rebellion_cause_2:pretender_rebellion_cause_3|{s48}
dlga_pretender_rebellion_cause_3:pretender_start|{s48}
dlga_pretender_start:pretender_discuss_rebellion_1|Quero aderir à sua causa e ajudar-lhe a reivindicar seu trono!
dlga_pretender_start:pretender_end|Devo ir agora.
dlga_pretender_discuss_rebellion_1:pretender_discuss_rebellion_2a|Tem certeza que está à altura, {playername}? Recuperar meu legítimo trono não será uma tarefa fácil. Os lordes de nosso reino prestaram seus correspondentes juramentos de homenagem ao {s11}. Tais juramentos, é claro, foram feitos a um usurpador e portanto não são válidos. Assim, podemos esperar que alguns lordes se juntem a nós... mas teremos uma guerra dura e difícil pela frente.
dlga_pretender_discuss_rebellion_2a:pretender_discuss_rebellion_2|{s11}
dlga_pretender_discuss_rebellion_2:pretender_discuss_rebellion_3|Eu não temo este desafio.
dlga_pretender_discuss_rebellion_2:pretender_end|Você tem razão. Talvez eu deva pensar um pouco mais.
dlga_pretender_discuss_rebellion_3:close_window|Não tenho nenhuma dúvida de que seu apoio à minha causa é sincero, {playername}, e {o/a} agradeço por isso. Porém, não creio que teremos muita chance de sucesso. Se você conseguir ganhar reputação no campo de batalha e fazer um nome como grande comandante, nossos amigos não hesitarão em se juntarem à nossa causa e nossos inimigos pensariam melhor antes de levantar armas contra nós. Quando esse dia chegar, irei acompanhá-l{o/a} de bom grado. Mas até esse momento, seria mais prudente não desafiar abertamente o usurpador, {s11}.
dlga_pretender_discuss_rebellion_3:close_window.1|Você já não está apoiando a causa de {s17}? Você deve ter um grande senso de justiça, é claro. Mas não, obrigado. Não farei parte do seu jogo.
dlga_pretender_discuss_rebellion_3:close_window.2|{playername}, você já fez um juramento de homenagem à {s15}. Portanto, não posso permitir que se una à minha causa e deixe que meus inimigos afirmem que sou um mero fantoche de {s16}. Se vou reclamar o trono de {s17}, devo fazer isso pela justiça de minha causa e com o apoio dos meus súditos. Se quiser me ajudar, deve primeiro libertar-se do juramento que prestou ao {s15}.
dlga_pretender_discuss_rebellion_3:close_window.3|Você é {um/uma} monarca em pleno direito, {milorde/milady}. Se me ajudasse, eu seria apenas sua marionete.
dlga_pretender_discuss_rebellion_3:pretender_rebellion_ready|Você tem uma vasta experiência na guerra, {playername}, e não resta dúvidas de que, com o seu renome de comandante e a justiça de minha causa, os nobres e a boa gente do {s12} nos apoiarão em massa. É hora de agir! Irei com você, derrubaremos o usurpador {s11} e arrancaremos o trono de suas mãos ensanguentadas. Mas antes você deve jurar-me lealdade e me aceitar como {reg65?sua senhora:seu senhor}.
dlga_pretender_rebellion_ready:lord_give_oath_2|Estou pront{o/a} para me dedicar à sua causa, {reg3?milady:senhor}.
dlga_pretender_rebellion_ready:pretender_end|Sigamos esperando um pouco mais.
dlga_lord_give_conclude_2:close_window|Adiante, então! Nossa primeira tarefa será ocupar uma fortaleza e convencer outros lordes a se unirem a nós. Assuma o comando!
dlga_pretender_end:close_window|Adeus por agora, então.
dlga_start:lord_event_choose_friend|Ouvi dizer que você tem amizade com esse {s43} chamado {s6}. Acredite, você não pode confiar nesse homem. Deveria terminar sua relação com ele.
dlga_lord_event_choose_friend:lord_event_choose_friend_renounce|Eu lhe asseguro, {s65}, não sinto nenhuma afeição por {s6}.
dlga_lord_event_choose_friend_renounce:lord_pretalk|Tenho prazer em ouvir isso, {playername}. Caso contrário, temeria por sua integridade. Se você se deparar com {s6}, fique alerta e não acredite em uma palavra que ele disser.
dlga_lord_event_choose_friend:lord_event_choose_friend_defend|{s6} é um homem honrado, você não tem o direito de falar assim dele.
dlga_lord_event_choose_friend_defend:lord_pretalk|Como quiser, {playername}. Você é um tolo, mas pelo menos é um tolo leal. A lealdade de {s6} pode não ser tão inabalável, no entanto...
dlga_lord_event_choose_friend:lord_event_choose_friend_neutral|Não quero me envolver em seus problemas com {s6}.
dlga_lord_event_choose_friend_neutral:lord_pretalk|Hum. Como quiser, {playername}. Mas lembre-se que {um homem/uma mulher} precisa de amigos neste mundo, e você nunca conseguirá um se não apoiar ninguém.
dlga_start:lord_start.4|Sim, {s0}?
dlga_start:lord_start.5|É bom vê-l{o/a}, {velho amigo/velha amiga}.
dlga_start:lord_start.6|Sim, {senhor/milady}?
dlga_start:lord_invite_player_monarch_1|Bom, {playername}. Estou disposto a perdoar sua ousadia de autoproclamar-se {rei/rainha}, e a readmiti-lo em meu reino mantendo a sua honra, como mais um de meus vassalos. Procedamos ao juramento de lealdade?
