str_no_string|NO STRING!
str_npc2_backstory_b|Há um tempo saí de Geroia com uma caravana de bens. Esperava poder vendê-los em Sargoth e ganhar bastante dinheiro. Mas quem ia saber... fomos emboscados por um grupo de salteadores khergitas que escaparam com a maioria dos bens e cavalos. Dois dias depois, os guardas da minha própria caravana me roubaram todo o resto.
str_npc3_backstory_b|Meu pai, um mercador muito conhecido, decidiu que eu tinha que me casar com um de seus sócios. Um homem que de longe já superava os 30 anos de idade. Fui uma filha obediente durante toda a minha vida, mas essa era uma proposta ridícula e horrenda. Então eu fugi!
str_npc4_backstory_b|Como todos os homens de minha família, venho de terras longínquas com a intenção de fazer um nome na profissão das armas, antes de retornar à minha casa para tomar posse de minhas propriedades. Infelizmente, as autoridades destas terras não compreendem o código dos guerreiros e têm se empenhado em chamar-me de patife e bandido, pondo preço a minha cabeça. Você concorda que é algo totalmente ultrajante para um cavaleiro aventureiro?
str_npc5_backstory_b|Desde que me lembro, meu povo enfrentava a tribo Humyan, muitos dos quais se estabeleceram no vale circundante. Multidões de homens de ambos os lados pereceram neste conflito, incluindo dois dos meus irmãos. O próprio khan ordenou o cessar-fogo para reservar homens para lutar nas guerras calradianas. Mas conheço meus direitos e o sangue de meus irmãos clama por vingança. Abordei e matei um Humyan em uma trilha das montanhas e fugi da minha aldeia nessa mesma noite, sem sequer poder me despedir do meu pai. Passarei algum tempo em Calradia, um ano ou dois, e retornarei a minha terra quando os homens do khan se esquecerem do ocorrido. Os Humyan não esquecerão, é claro, mas esse é o preço da honra.
str_npc6_backstory_b|Eu era um capitão da cavalaria a serviço do lorde {s19} em {s20}. Meu irmão servia comigo. Mas ambos estávamos apaixonados pela mesma mulher... uma cortesã, uma sedutora que brincou com nossos ciúmes! Meu irmão e eu brigamos. Eu havia bebido. Ele me golpeou com sua luva e eu respondi com minha espada... Meu próprio irmão! Meu braço está manchado com sangue dos meus!
str_npc7_backstory_b|Tive a má sorte de nascer sendo filha de um pai fraco que me casou com um bêbado que me batia. Tive a má sorte, quando fugi do meu marido, de ser capturada por um grupo de bandidos. Tive a má sorte de que o único que me tratava bem, o que me ensinou a caçar e lutar, foi assassinado por seus companheiros invejosos, obrigando-me a ter que fugir de novo.
str_npc8_backstory_b|Provenho de uma antiga família do norte, filha de um nobre e esposa de outro. Lutei ao lado de meu marido, companheira tanto na paz como na guerra. Mas meu marido morreu de peste quando eu ainda não havia dado à luz a nenhum filho. Meu marido tinha estabelecido que eu deveria herdar suas terras em ausência de herdeiros. Meu cunhado, maldito seja seu nome, disse que não era de nosso costume que uma mulher herdasse um título. Era uma tolice, mas com seu dinheiro comprou a lealdade de vários dos servos de meu marido, e assim meu cunhado pôde instalar-se em minhas propriedades. Então fiz algo para o qual não me criaram... fugi, coisa que espero não ter que voltar a fazer.
str_npc9_backstory_b|Sou o filho primogênito de meu pai, seu herdeiro. Mas minha mãe morreu e meu pai voltou a se casar. Sua nova esposa convenceu-se de que seu filho deveria ser o herdeiro. Ela não podia ir contra mim abertamente, mas outro dia dei de comer a meu cão um guisado que haviam deixado para mim, e o pobre cachorro morreu. Acusei minha madrasta, mas meu pai, enfeitiçado por ela, se negou a acreditar em mim e ordenou que eu não voltasse a aparecer por lá.
str_npc10_backstory_b|Eu era um sargento na guarnição {s19} em {s20}. Durante vinte anos atuei como guarda da cidade, recebendo mais de uma pancada em mais de uma batalha sangrenta, até que puseram como comandante da guarnição um principezinho moleque que mal havia saído do berço de sua mãe. Ele apareceu diante de mim quando eu estava montando guarda na torre, com minha besta não tensionada devido à chuva, você compreende... Não posso deixar que a corda ceda... Mas o príncipe moleque me disse que uma besta não tensionada era uma negligência do dever. Disse que faria com que me dessem chicotadas... algo em mim me fez perder a cabeça. Então abandonei meu posto.
str_npc11_backstory_b|Durante trinta anos segui os exércitos desta terra, vendendo comidas e bebidas, assistindo seus jogos de dados e buscando garotas para eles... e no final quase não me restou nem um denar no bolso.
str_npc12_backstory_b|Sou um filósofo nato, condenado pela inveja dos doutores cabeças ocas de minha universidade a ganhar a vida como cirurgião itinerante. Um mercador desta cidade me contratou para curar seu filho, que havia entrado em coma ao cair de um balcão. Perfurei o crânio do paciente com sucesso para reduzir o inchaço do cérebro, mas a família ignorou meu conselho de tratar as febres com uma tintura de casca de salgueiro e o rapaz acabou morrendo. O pai, em vez de me recompensar por meus esforços, acusou-me de feitiçaria... a mim, um filósofo por natureza! Essa é a ingratidão da humanidade.
str_npc13_backstory_b|Sou guerreiro de profissão. Mas pode ser que também tenha ouvido falar das minhas proezas como poeta, fazendo suspirar as donzelas mais relutantes. Ou de minhas proezas nos aposentos, para as quais devo confessar que conto com um modesto grau de habilidade. Confesso possuir um ligeiro afeto por Calradia... afeto que durante os últimos anos me tem feito visitar suas cidades, castelos e aldeias, fazendo uso dos meus talentos.
str_npc14_backstory_b|Sou o segundo filho do Conde de Geroia, de quem certamente você já ouviu falar. Ao carecer de herança própria, cheguei para buscar fortuna em Calradia, treinando homens na arte da batalha. Desafortunadamente, o lorde aqui em {s20} não sabe apreciar os métodos de disciplina necessários para converter a ralé em soldados. Falei que era melhor açoitá-los agora do que enterrá-los depois, mas ele não me escutou e disse para eu ir com os meus métodos a outro lugar.
str_npc15_backstory_b|O alcaide {s19} de {s20} queria que uma nova torre fosse acrescentada à sua muralha. O problema é que na metade da construção, antes que pudesse ser terminado o levantamento dos suportes, o dinheiro para financiá-la acabou. Eu disse que a torre ia cair, e assim foi. Lamentavelmente, o alcaide estava em cima dela quando tudo aconteceu. O novo alcaide não sentiu a necessidade de pagar as dívidas de seu predecessor e sugeriu que poderia me acusar de assassinato se eu seguisse insistindo na questão monetária.
str_npc16_backstory_b|Fui criada no castelo de Malayurg como serva escrava, trabalhando junto a minha mãe nas cozinhas. Divertia-me caçando ratos pelas despensas, e era tão boa que os gatos do castelo ficaram sem trabalho. No final, o lorde do castelo se deu conta de que talvez eu servisse também para perseguir peças maiores... em certos assuntos que será melhor não mencionar. Não faz falta dizer que tive numerosas oportunidades de fazer-me com vários objetos de valor que anteriormente haviam pertencido aos inimigos do meu senhor. Foi assim que pude pagar para me libertar de minha servidão e trabalhar como agente remunerado. Meu último trabalho foi {s19} em {s20}.
str_npc17_backstory_b|Somos de uma terra distante, devastada pela guerra, onde nosso pai é um rei. Ele nos enviou em busca de aventuras para nos provarmos dignos da Coroa. Depois de muita luta, partimos para um lugar com melhores oportunidades, então viemos para Calradia, vagamos por toda parte, e aqui te conheci.
str_npc18_backstory_b|Somos de uma terra distante, devastada pela guerra, onde nosso pai é um rei. Ele nos enviou em busca de aventuras para nos provarmos dignos da Coroa. Depois de muita luta, partimos para um lugar com melhores oportunidades, então viemos para Calradia, vagamos por toda parte, e aqui te conheci.
str_npc19_backstory_b|No entanto, quando soube da divisão das terras de meu pai entre meus dois irmãos mais velhos, voltei para reivindicar as minhas. Cheguei a um acordo com meu irmão mais velho de que seríamos co-governantes. No entanto, ele continuou me designando para postos insignificantes, e entramos em conflito.
str_npc20_backstory_b|Depois de participar de uma cruzada de sucesso, fiz uma petição ao imperador e ele devolveu todas as terras de meu pai para mim. Eu permaneci fiel ao serviço do meu imperador ao longo de muitas campanhas, sendo um fator chave para a vitória devido à minha liderança habilidosa dos cavaleiros.
str_npc21_backstory_b|Eu liderei várias emboscadas bem-sucedidas na guerra civil. Depois disso, tornei-me muito influente nas cortes, servindo como braço direito de muitos khans. Eu não pude chegar ao trono porque minha bisavó era uma concubina.  
str_npc22_backstory_b|No entanto, eu logo soube que ele havia me traído e meus dois tios concordaram em dividir minhas terras entre eles. Recuei para minha capital, onde resisti ao cerco combinado por um ano. Depois que eles assumiram, fui rebaixado a emir.
str_npc23_backstory_b|Nos anos seguintes, lutei contra eles com o apoio de meu primo e, por fim, os obrigamos a se submeter. Quando eles não apoiaram totalmente minhas campanhas, outra guerra civil ocorreu. Após sua derrota, fiz meu primo senhor de suas terras. Passamos anos lutando contra suas tentativas de retomar suas terras. 
str_npc24_backstory_b|Porém o rei vizinho ignorou o testamento e anexou nossa tribo. Fui açoitado e minhas filhas estupradas. Então eu reuni meu povo e uma tribo vizinha, destruí três de suas cidades e derrubei uma legião.
str_npc25_backstory_b|Eu vim para Calradia em busca do assassino do meu pai.
str_npc26_backstory_b|Eu vim para Calradia em busca do assassino do meu pai.
str_npc27_backstory_b|Já fui chamado de muitas coisas em meus dias, bruxo, feiticeiro, mago, alquimista, necromante, adivinho... entre outros. Mas o que eu sou é um estudante do mundo.
str_npc28_backstory_b|Anos depois, os maridos de minhas irmãs se revoltaram contra nosso pai, e ele fugiu para o meu lado em busca de minha ajuda. Então eu criei um exército e invadi, derrotando-os e restaurando meu pai ao poder. Três anos depois ele morreu e eu fui coroada rainha.
str_npc29_backstory_b|Minha mãe e a esposa do rei estavam grávidas, e nós, filhos, nascemos no mesmo dia. Fomos criados juntos na corte e ficamos muito próximos um do outro. O rei, temendo que seu filho se casasse comigo, mandou-o embora para a escola e vendeu-me a um grupo de mercadores viajantes, que me venderam a um emir. O rei construiu uma tumba elaborada e disse a seu filho que eu havia morrido, mas sua reação foi tão severa que o rei lhe contou a verdade, então ele saiu para me encontrar.
str_npc30_backstory_b|Tornei-me conselheiro do imperador e recomendei uma invasão terrestre-marítima conjunta a um estado vizinho. O exército do imperador marcharia e atacaria a posição fortificada, enquanto a marinha atacaria a frota inimiga, afugentado-os para suas casas, o que os deixaria fracos para nossa frota intacta. No entanto, o imperador recusou meu plano e só queria entrar em um conflito naval. Participei como comandante de 5 navios.
str_npc31_backstory_b|Um dia, enquanto estava caçando com minha irmã, localizei o que pensei ser um veado e preparei meu arco. Soltei minha flecha e acertei um bom tiro, quando fui inspecionar minha caça, fiquei horrorizado ao descobrir que havia atirado e matado minha própria irmã. Implorando perdão aos deuses, eles me disseram para dedicar minha vida ao serviço dos outros.
str_npc32_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc33_backstory_b|Mas quando eu estava no campo, três anjos vieram até mim e me mostraram sua imagem, eles disseram que eu tinha que te procurar e te ajudar de qualquer maneira que eu pudesse.
str_npc34_backstory_b|Quando jovem, tornei-me escudeiro do cavaleiro local. Depois de muitos anos árduos de servidão, finalmente recebi o treinamento adequado para um cavaleiro. Em seguida, servi no exército como soldado e, após algumas campanhas bem-sucedidas, fui nomeado cavaleiro e recebi a tarefa de coletar um relatório sobre a situação das propriedades da Swadia aqui em Calradia.
str_npc35_backstory_b|Bem, já que ocê foi gentil o suficiente pra perguntar, acho que eu posso te contar sobre mim. Nasci e fui criada em Fisdnar, vivi lá a maior parte da minha vida. Foi lá que conheci e casei com meu marido, e é onde ele ta enterrado. Ele morreu logo antes que nosso filho mais velho se tornasse um home, e me deixou sozinha com seis menino.  
str_npc36_backstory_b|Eu treinei para me tornar uma huscarl durante toda a minha vida, mas não consegui encontrar ninguém disposto a aceitar o serviço de uma mulher huscarl. Então, por um tempo me disfarcei de homem, mas fui descoberta e expulsa, e é por isso que estou nesta taverna bebendo minhas tristezas.
str_npc37_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc38_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc39_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc40_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc41_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc42_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc43_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc44_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc45_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc46_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc47_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc48_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc49_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc50_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc51_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc52_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc53_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc54_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc55_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc56_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc57_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc58_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc59_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc60_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc61_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc62_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc63_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc64_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc65_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc66_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc67_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc68_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc69_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc70_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc71_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc72_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc73_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc74_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc75_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc76_backstory_b|Então eu vaguei por muitos lugares, e aqui eu conheci você.
str_npc1_backstory_c|Mas se pudesse me unir a um grupo maior que fosse capaz de me defender, talvez me deixariam em paz. Eu {o/a} agradeceria com distinção.
str_npc2_backstory_c|Então aqui estou eu, sem dinheiro e sem moradia.
str_npc3_backstory_c|Casarei com quem quiser, quando quiser. Além disso, apesar da opinião de meu pai, sou totalmente capaz de cuidar de mim mesma. Estava pensando em me unir a um bando de ciganos, ou talvez a uma tropa de mercenários!
str_npc4_backstory_c|Mas desejo não me meter em mais problemas... por isso, agradeceria muito se você conhecesse alguma companhia de guerreiros onde eu possa me alistar.
str_npc5_backstory_c|Enquanto isso, agradeço qualquer oportunidade que me ofereça para que eu ganhe a vida com minha espada.
str_npc6_backstory_c|Você acredita que há esperanças para um homem como eu? Poderei encontrar o caminho da honradez e da justiça ou estarei condenado a seguir os demônios que habitam dentro de mim?
str_npc7_backstory_c|Mas não me considero desafortunada, {estranho/estranha}. Não mais que qualquer outra mulher de Calradia, essa fossa séptica ou escória entre as nações... povoada por macacos e chacais.
str_npc8_backstory_c|Quando reunir dinheiro suficiente para criar meu próprio exército, retornarei e tomarei o que é meu.
str_npc9_backstory_c|Espero poder oferecer minha espada a um capitão que a mereça, já que é a única profissão digna para um homem de bom berço como eu, além de possuir terras. Enquanto isso, estou condenado a dormir entre ladrões, vagabundos, mercadores e outras escórias do caminho.
str_npc10_backstory_c|Agora estou aqui me embebedando. O diabo dirá o que acontecerá amanhã.
str_npc11_backstory_c|Andar abastecendo exércitos não é boa vida. Ganha-se um pouco ali e um pouco aqui enquanto os soldados gastam todo o dinheiro. Logo chegam as derrotas e alguém tem que começar do zero, endividando-se para comprar uma nova carroça e bois. Por isso decidi deixar o negócio, mas meu problema é que a única coisa que conheço é a vida no exército.
str_npc12_backstory_c|O lorde desta cidade não quer me prender, mas tenho vontade de sair deste lugar.
str_npc13_backstory_c|O que me lembra que... em algum lugar por aí há um marido enfurecido. Suponho que você não me ajudaria a deixar esta cidade, ajudaria?
str_npc14_backstory_c|Por isso, se conhecer algum comandante que considere que seu propósito é ganhar batalhas em vez de mimar seus soldados, agradeceria que me indicasse sua localização.
str_npc15_backstory_c|Tolice a minha ter aceitado o contrato sem um adiantamento de dinheiro. Mas a verdade é que, por isso, agora me encontro em uma situação difícil, com os caminhos cheios de bandidos e sem dinheiro para pagar escoltas. Por isso agradeceria se pudesse me unir a um grupo bem armado que partisse dentro de poucos dias.
str_npc16_backstory_c|Infelizmente, a esposa do meu último patrão tinha um amuleto precioso, do tipo do qual não pude resistir. Ela ainda não sabe que ele desapareceu, mas logo descobrirá. Portanto, diga-me, está buscando ajudantes?
str_npc17_backstory_c|Se você precisa de um verdadeiro líder, um herói, eu sou capaz disso.
str_npc18_backstory_c|Por outro lado, admito que não gosto de falar de assuntos pessoais, estou aqui para fazer nome com os meus feitos. Então, o que você realmente quer?
str_npc19_backstory_c|Eu fugi para outro ducado, onde me casei com a filha do duque. Mais tarde, meu segundo irmão mais velho juntou-se a mim na oposição ao nosso irmão mais velho. Lutamos por muitos anos, mas não encontramos nenhuma vitória significativa. Então saí em busca de novas oportunidades, aqui na Calrádia. 
str_npc20_backstory_c|No entanto, depois de muitas batalhas sucessivas, tive que me recusar a ajudar meu imperador em uma invasão para proteger minhas próprias fronteiras. A invasão foi um fracasso e ele me culpou por isso. O imperador me despojou de minhas terras e me declarou um fora-da-lei, então procurei asilo aqui em Calradia.
str_npc21_backstory_c|Depois que ajudei um jovem khan a assumir o poder, ele passou a suspeitar de mim e entramos em confronto na batalha. Embora tenha vencido no início, quando recebi a notícia de que meu filho havia sido assassinado em uma terra distante, deixei o assunto em busca de minha vingança. Quando voltei, encontrei minhas terras usurpadas por outros senhores, então saí para encontrar serviço sob outro khan aqui em Calradia.  
str_npc22_backstory_c|Mais tarde, depois de obter o apoio de alguns aliados, tentei recuperar meu trono. Mas depois de retomar com sucesso minha capital, meus aliados me traíram e fui cercado por todos os lados por forças inimigas. Incapaz de reunir ajuda para outra reivindicação, saí em busca do meu destino em outro lugar, em Calradia.
str_npc23_backstory_c|Eventualmente, uma paz foi negociada onde eu seria reconhecido como rei enquanto meus rivais receberiam grandes porções de terra. Mas não achei por bem conceder-lhes nada disso. Isso causou revolta novamente, e eles fizeram com que meu primo me traísse, e conseguiu me exilar. Então aqui estou eu, em Calradia.
str_npc24_backstory_c|Mas nosso inimigo se reagrupou e, embora os superássemos em número, perdemos depois de uma longa luta. E então eu fugi para Calradia.
str_npc25_backstory_c|Meu pai foi morto por seu irmão, um conde renegado.
str_npc26_backstory_c|Meu pai foi morto por seu irmão, um rei traiçoeiro.
str_npc27_backstory_c|Durante minha estada aqui, me tornei o maior especialista no corpo humano e em tudo no que diz respeito a como ele funciona, o que, hehe, leva os camponeses a pensar que vendi minha alma a um demônio. Vim para Calradia porque, devido às guerras constantes, há muitos cadáveres para estudar.
str_npc28_backstory_c|Governei pacificamente por cinco anos, até que os filhos de minhas irmãs atingissem a maioridade. Eles desprezavam estar sob o domínio de uma mulher e levantaram exércitos para lutar contra mim. Embora eu pessoalmente tenha participado de inúmeras batalhas, não consegui reunir apoio suficiente e fui forçada a desistir e fugir. Então acabei aqui em Calradia. 
str_npc29_backstory_c|Eu estava sendo mantida na torre das donzelas do emir. A cada ano, o emir selecionava uma nova noiva em sua torre e matava sua velha esposa. Começou a se espalhar a notícia de que eu seria escolhida como sua próxima noiva. Então, meu amado entrou sorrateiramente na torre e nos reunimos. Mas o emir nos descobriu e mandou matar meu amado, então matei o emir e fugi para Calradia.
str_npc30_backstory_c|O ataque foi um fracasso, mas consegui convencer o imperador a recuar, contrariando o conselho de outros. O imperador então me enviou para cuidar de seus filhos e, em troca, minhas terras estavam bem graças à nossa aliança. Mas eventualmente eles cresceram e não precisaram mais de mim, então vim para Calradia.
str_npc31_backstory_c|A serviço de um rei aliado, enquanto lutava contra seus inimigos, eu estava no campo de batalha, perseguindo um general inimigo. Mas enquanto estava distraído com a perseguição, fui pego de surpresa e gravemente ferido. Fui trazido para Calradia em busca de tratamento e, após a recuperação, agora estou procurando emprego.
str_npc32_backstory_c|E é isso.
str_npc33_backstory_c|E, e, então, você, você entrou nesta mesma taverna! Onde eu tinha acabado de entrar! Nosso encontro é o destino!
str_npc34_backstory_c|Assim que cheguei aqui, tentei obter uma audiência com o Rei Harlaus, mas recusaram a visita por meses. Quando ela finalmente me concedeu uma audiência com ela, disse que não tinha o dever de servir à pátria, e que eu deveria dizer isso a eles. Então embarquei em um navio com destino a minha casa. Mas, aparentemente, aquela cadela não tinha planos de realmente me deixar chegar em casa, nem meio dia no mar, e havia algum tipo de ruptura no casco. O navio afundou, e eu fui o único sortudo o suficiente para voltar para a costa. 
str_npc35_backstory_c|Meu fíh mai veio queria seguir "os passo do pai", e seus irmão num ta muito atrás dele não. E seguir os passo foi o que todos eles fizero. Agora to veia e sozinha neste mundo, deixada pra me defender. Então eu pensei que também devia seguir os passo dos meus garoto, e to procurando emprego em um exército.
str_npc36_backstory_c|A única opção que me resta parece ser o trabalho de mercenária, mas mesmo assim as mulheres mercenárias não estão em alta demanda, e convencer alguém a me empregar não produziu resultados.
str_npc37_backstory_c|Então... é isso.
str_npc38_backstory_c|E é isso.
str_npc39_backstory_c|E é isso.
str_npc40_backstory_c|E é isso.
str_npc41_backstory_c|E é isso.
str_npc42_backstory_c|E é isso.
str_npc43_backstory_c|E é isso.
str_npc44_backstory_c|E é isso.
str_npc45_backstory_c|Então... é isso.
str_npc46_backstory_c|E é isso.
str_npc47_backstory_c|E é isso.
str_npc48_backstory_c|E é isso.
str_npc49_backstory_c|E é isso.
str_npc50_backstory_c|E é isso.
str_npc51_backstory_c|Então... é isso.
str_npc52_backstory_c|E é isso.
str_npc53_backstory_c|E é isso.
str_npc54_backstory_c|E é isso.
str_npc55_backstory_c|E é isso.
str_npc56_backstory_c|E é isso.
str_npc57_backstory_c|E é isso.
str_npc58_backstory_c|E é isso.
str_npc59_backstory_c|E é isso.
str_npc60_backstory_c|Então... é isso.
str_npc61_backstory_c|E é isso.
str_npc62_backstory_c|E é isso.
str_npc63_backstory_c|E é isso.
str_npc64_backstory_c|E é isso.
str_npc65_backstory_c|E é isso.
str_npc66_backstory_c|E é isso.
str_npc67_backstory_c|E é isso.
str_npc68_backstory_c|Então... é isso.
str_npc69_backstory_c|E é isso.
str_npc70_backstory_c|E é isso.
str_npc71_backstory_c|E é isso.
str_npc72_backstory_c|E é isso.
str_npc73_backstory_c|E é isso.
str_npc74_backstory_c|Então... é isso.
str_npc75_backstory_c|E é isso.
str_npc76_backstory_c|Então... é isso.
str_npc1_backstory_later|Estive aqui e ali, você já sabe... fazendo o possível para não me meter em problemas. Contudo, necessito de um trabalho urgentemente.
str_npc2_backstory_later|Vendi minhas botas e consegui alguns denares extras levando mercadorias de cidade em cidade, mas é uma vida muito dura.
str_npc3_backstory_later|Trabalhei como cozinheira de algumas caravanas ambulantes, e isso ao menos mantinha meu estômago cheio. Mas nos caminhos você se encontra com más companhias, e já estou cansada de apartar guardas e outros que creem que podem tomar liberdades comigo. Estava pensando que se eu pudesse encontrar trabalho como guerreira, os homens me deixariam em paz de uma vez.
str_npc4_backstory_later|Retornei a meu baronato ancestral para inspecionar minhas terras. Mas as más chuvas haviam trazido uma praga de gafanhotos, entre outras coisas, então aqui estou de novo, procurando trabalho.
str_npc5_backstory_later|Estive vagabundeando por esta terra destruída pela guerra, buscando um líder ao qual valha a pena seguir.
str_npc6_backstory_later|Estive vagabundeando por Calradia, mas ainda não encontrei redenção.
str_npc7_backstory_later|Estive vagabundeando, buscando trabalho como rastreadora, mas não tem sido fácil. Os calradianos são em sua maioria torpes, piolhentos e ignorantes, e não é fácil trabalhar com semelhante gentinha.
str_npc8_backstory_later|Ainda procuro um líder que me una à sua luta. Mas preciso de dinheiro urgentemente, e os lordes destas terras costumam preferir manter-se por trás de seus muros em vez de sair em busca do poder e da riqueza.
str_npc9_backstory_later|Oferecí minha espada a vários lordes destas terras, mas na maioria das vezes eles só me querem como recadista ou como treinador de seus camponeses, ou para alguma outra tarefa não digna de um nobre.
str_npc10_backstory_later|Não sei se lhe contei ou não, mas desertei de minha unidade depois de golpear um jovem nobre que ordenou que me açoitassem sem causa alguma. Desde então estive me escondendo. Por sorte, me ocorreu roubar a bolsa de meu capitão antes de sair, mas o dinheiro já está acabando.
str_npc11_backstory_later|Estive por aqui e por ali. Mas raro seria que um capitão quisesse um saco de ossos como eu de lutador, mesmo se eu pudesse contra todos os seus rapazes.
str_npc12_backstory_later|Já estou há um tempo por aqui, atendendo os enfermos e aceitando o dinheiro que me dão. Mas as pessoas desta área são ignorantes e têm pouco respeito por meus conhecimentos. Os poucos denares que ganho apenas são suficientes para repor meus medicamentos. Daria graças se pudesse encontrar outro trabalho.
str_npc13_backstory_later|Percorri as cidades de Calradia, deixando um rastro de mulheres apaixonadas e de maridos traídos. Mas me cansei de tão banais desafios e estava pensando em realizar passatempos mais marciais.
str_npc14_backstory_later|Viajei de corte em corte, mas ainda não encontrei um lorde que me agrade.
str_npc15_backstory_later|Fui de castelo em castelo buscando torres ou muros que requeiram reparação. Mas o lorde sempre está de viagem, ou tem outros assuntos a tratar, ou me encontro com seus credores pelas ruas, e então me dou conta de que não é um bom trabalho. Então, caso saiba de algum, faça-me saber.
str_npc16_backstory_later|Faço algum trabalhinho de tarde em tarde. Mas não há nada como um ofício permanente e um arrocho constante de cadáveres para saquear.
str_npc17_backstory_later|Tenho vagado pelas cidades de Calradia, deixando uma fileira de mulheres apaixonadas e maridos traídos em meu rastro. Mas estou cansado de desafios tão simples e tenho pensado em me dedicar a mais passatempos marciais.
str_npc18_backstory_later|Estou cansado de duelar e continuo a procura de um líder de guerra em cuja parede de escudos eu lutaria por dinheiro e fama.
str_npc19_backstory_later|Bom dia para você, {sor/madame}.
str_npc20_backstory_later|Bom dia para você, {sor/madame}.
str_npc21_backstory_later|Bom dia para você, {sor/madame}.
str_npc22_backstory_later|Bom dia para você, {sor/madame}.
str_npc23_backstory_later|Bom dia para você, {sor/madame}.
str_npc24_backstory_later|Bom dia para você, {sor/madame}.
str_npc25_backstory_later|Bom dia para você, {sor/madame}.
str_npc26_backstory_later|Bom dia para você, {sor/madame}.
str_npc27_backstory_later|Bom dia para você, {sor/madame}.
str_npc28_backstory_later|Bom dia para você, {sor/madame}.
str_npc29_backstory_later|Bom dia para você, {sor/madame}.
str_npc30_backstory_later|Bom dia para você, {sor/madame}.
str_npc31_backstory_later|Bom dia para você, {sor/madame}.
str_npc32_backstory_later|Bom dia para você, {sor/madame}.
str_npc33_backstory_later|{Meu, meu senhor/Minha, minha senhora}, você voltou!
str_npc34_backstory_later|Bom dia para você, {señor/señora}.
str_npc35_backstory_later|Bom dea pro'cê, {sor/madame}.
str_npc36_backstory_later|Bom dia para você, {sor/madame}.
str_npc37_backstory_later|Bom dia para você, {sor/madame}.
str_npc38_backstory_later|Bom dia para você, {sor/madame}.
str_npc39_backstory_later|Bom dia para você, {sor/madame}.
str_npc40_backstory_later|Bom dia para você, {sor/madame}.
str_npc41_backstory_later|Bom dia para você, {sor/madame}.
str_npc42_backstory_later|Bom dia para você, {sor/madame}.
str_npc43_backstory_later|Bom dia para você, {sor/madame}.
str_npc44_backstory_later|Bom dia para você, {sor/madame}.
str_npc45_backstory_later|Bom dia para você, {sor/madame}.
str_npc46_backstory_later|Bom dia para você, {sor/madame}.
str_npc47_backstory_later|Bom dia para você, {sor/madame}.
str_npc48_backstory_later|Bom dia para você, {sor/madame}.
str_npc49_backstory_later|Bom dia para você, {sor/madame}.
